number  value
0	1
1	1.447213595
2	1.647213595
3	1.736656315
4	1.776656315
5	1.794544858
6	1.802544858
7	1.806122567
8	1.807722567
9	1.808438109
10	1.808758109
11	1.808901217
12	1.808965217
13	1.808993839
14	1.809006639
15	1.809012363
16	1.809014923
17	1.809016068
18	1.80901658
19	1.809016809
20	1.809016912
21	1.809016957
22	1.809016978
23	1.809016987
24	1.809016991
25	1.809016993
26	1.809016994
27	1.809016994
28	1.809016994
29	1.809016994
30  1.809016994
