number  value
0	2.236067977
1	3.236067977
2	3.683281573
3	3.883281573
4	3.972724292
5	4.012724292
6	4.030612836
7	4.038612836
8	4.042190545
9	4.043790545
10	4.044506086
11	4.044826086
12	4.044969195
13	4.045033195
14	4.045061816
15	4.045074616
16	4.045080341
17	4.045082901
18	4.045084046
19	4.045084558
20	4.045084787
21	4.045084889
22	4.045084935
23	4.045084955
24	4.045084964
25	4.045084969
26	4.04508497
27	4.045084971
28	4.045084972
29	4.045084972
30	4.045084972
